indication id,indication name,slug,generics count
3941,Improving the nutritional status of women prior to conception,improving-the-nutritional-status-of-women-prior-to-conception-3941,1
2723,Improving recovery after stroke,improving-recovery-after-stroke-2723,1
3785,Improves recovery from central nervous system injuries,improves-recovery-from-central-nervous-system-injuries-3785,1
2713,Ichthyosis,ichthyosis-2713,4
2711,Hypovolemia,hypovolemia-2711,3
2710,Hypovolaemic shock,hypovolaemic-shock-2710,4
2739,Infections caused by Staphylococcus,infections-caused-by-staphylococcus-2739,2
2738,Infections,infections-2738,6
2737,Infected wounds & ulcers,infected-wounds-ulcers-2737,3
3984,Infected traumatic lesions,infected-traumatic-lesions-3984,1
3980,Infected surgical incisions,infected-surgical-incisions-3980,1
2736,Infected eczema,infected-eczema-2736,2
3981,Infected decubitus or stasis ulcers,infected-decubitus-or-stasis-ulcers-3981,1
2735,Infected burns,infected-burns-2735,1
2734,Infected acne,infected-acne-2734,2
2733,Infantile spasms,infantile-spasms-2733,6
2732,Infantile eczema,infantile-eczema-2732,0
2731,Infantile colic,infantile-colic-2731,2
2730,Induction of anesthesia,induction-of-anesthesia-2730,3
2729,Induction and augmentation of labor,induction-and-augmentation-of-labor-2729,1
3964,Increases the carnitine which is responsible of energy production,increases-the-carnitine-which-is-responsible-of-energy-production-3964,1
2728,Indigestion,indigestion-2728,25
3638,Inflammatory diseases of Rhinopharyngeal tract,inflammatory-diseases-of-rhinopharyngeal-tract-3638,1
2750,Inflammatory conditions of the palpebral and bulbar conjunctiva,inflammatory-conditions-of-the-palpebral-and-bulbar-conjunctiva-2750,2
2749,Inflammatory bowel disease,inflammatory-bowel-disease-2749,7
2748,Inflammation of the external ear,inflammation-of-the-external-ear-2748,3
2747,Inflammation of the cornea,inflammation-of-the-cornea-2747,8
2746,Inflammation,inflammation-2746,5
2745,Infiltration anesthesia,infiltration-anesthesia-2745,1
3829,Infertility due to cervical hostility,infertility-due-to-cervical-hostility-3829,1
2744,Infertility,infertility-2744,12
3780,Infective otitis externa,infective-otitis-externa-3780,0
2743,Infective endocarditis,infective-endocarditis-2743,5
2742,Infectious disease,infectious-disease-2742,1
2740,Infections of the lower respiratory tract,infections-of-the-lower-respiratory-tract-2740,0
4069,Increases immunity,increases-immunity-4069,4
2761,Insect stings,insect-stings-2761,2
4199,Insect repellent,insect-repellent-4199,1
3684,Insect bite and skin disease by secondary bacterial infection.,insect-bite-and-skin-disease-by-secondary-bacterial-infection-3684,1
2760,Insect bites,insect-bites-2760,11
2759,Inoperable metastatic breast cancer,inoperable-metastatic-breast-cancer-2759,1
2758,Injury of the pyramidal tract,injury-of-the-pyramidal-tract-2758,1
2757,Injuries (traumatic shock),injuries-traumatic-shock-2757,1
3977,Ingrown toenails,ingrown-toenails-3977,1
2756,Influenza virus vaccine,influenza-virus-vaccine-2756,2
2755,Influenza A and B,influenza-a-and-b-2755,2
2754,Influenza,influenza-2754,9
2753,Inflammatory skin disorders,inflammatory-skin-disorders-2753,1
2752,Inflammatory joint disease,inflammatory-joint-disease-2752,0
2751,Inflammatory eye disorders,inflammatory-eye-disorders-2751,5
2775,Invasive aspergillosis,invasive-aspergillosis-2775,3
3850,"Intravenous use in MRI to visualize lesions with abnormal vascularity in the brain, spine and associated tissues",intravenous-use-in-mri-to-visualize-lesions-with-abnormal-vascularity-in-the-brain-spine-and-associated-tissues-3850,2
2773,Intrauterine growth retardation,intrauterine-growth-retardation-2773,1
2772,Intrapartum prophylaxis against group B streptococcal infections,intrapartum-prophylaxis-against-group-b-streptococcal-infections-2772,0
2770,Intra-abdominal infections,intra-abdominal-infections-2770,9
4213,Intimate hygiene wash,intimate-hygiene-wash-4213,2
2769,Intestinal or oropharyngeal candidiasis,intestinal-or-oropharyngeal-candidiasis-2769,2
2768,Intestinal hypermotility,intestinal-hypermotility-2768,1
2767,Intestinal candidiasis,intestinal-candidiasis-2767,1
2765,Intestinal amoebiasis,intestinal-amoebiasis-2765,2
3675,Intertrigo,intertrigo-3675,3
3722,Interstitial cystitis,interstitial-cystitis-3722,5
2764,Intermittent claudication,intermittent-claudication-2764,5
2763,Intermittent angioneurotic dysbasia,intermittent-angioneurotic-dysbasia-2763,2
3905,Insomnia associated with anxiety,insomnia-associated-with-anxiety-3905,3
2762,Insomnia and sleep disturbances,insomnia-and-sleep-disturbances-2762,24
2781,"Iron, Folic Acid and zinc deficiency during pregnancy and lactation",iron-folic-acid-and-zinc-deficiency-during-pregnancy-and-lactation-2781,5
2788,Iron supplement,iron-supplement-2788,3
2787,Iron poisoning,iron-poisoning-2787,1
2786,Iron overload,iron-overload-2786,2
2785,Iron deficiency during pregnancy and lactation,iron-deficiency-during-pregnancy-and-lactation-2785,3
2784,Iron deficiency anemia,iron-deficiency-anemia-2784,15
2783,Iron deficiency,iron-deficiency-2783,10
2782,Iron and folic acid deficiency in pregnancy,iron-and-folic-acid-deficiency-in-pregnancy-2782,1
2780,Iritis and iridocyclitis,iritis-and-iridocyclitis-2780,4
2779,Iritis,iritis-2779,5
2778,Iridocyclitis,iridocyclitis-2778,4
2777,Iodine deficiency disorders,iodine-deficiency-disorders-2777,0
2776,Iodine deficiency,iodine-deficiency-2776,0
2800,Itchy or watery eyes,itchy-or-watery-eyes-2800,3
3836,Itching and pain,itching-and-pain-3836,2
2799,Itching,itching-2799,15
3691,Itchiness or irritation around the anus,itchiness-or-irritation-around-the-anus-3691,1
2798,Ischemic stroke,ischemic-stroke-2798,5
2797,Ischaemic heart disease,ischaemic-heart-disease-2797,16
2796,Ischaemic events,ischaemic-events-2796,4
2795,Irritation and discomfort of the eye,irritation-and-discomfort-of-the-eye-2795,1
2794,Irritable or spastic colon,irritable-or-spastic-colon-2794,1
2793,Irritable bowel syndrome and constipation,irritable-bowel-syndrome-and-constipation-2793,2
2792,Irritable bowel syndrome (IBS),irritable-bowel-syndrome-ibs-2792,17
2791,Irritability in autism,irritability-in-autism-2791,1
3732,Irritability,irritability-3732,2
2790,Irrigation solution,irrigation-solution-2790,4
2789,Irrigation of the tear ducts,irrigation-of-the-tear-ducts-2789,2
3582,"Iron, Vitamin B and Zinc deficiencies",iron-vitamin-b-and-zinc-deficiencies-3582,1
3708,"Iron, Folic acid, Zinc, Vitamin B & Vitamin C deficiency during pregnancy and lactation",iron-folic-acid-zinc-vitamin-b-vitamin-c-deficiency-during-pregnancy-and-lactation-3708,1
2815,Keratoconjunctivitis sicca,keratoconjunctivitis-sicca-2815,0
2814,Keratoconjunctivitis and recurrent epithelial keratitis due to herpes simplex viruses,keratoconjunctivitis-and-recurrent-epithelial-keratitis-due-to-herpes-simplex-viruses-2814,1
2813,Keratoconjunctivitis,keratoconjunctivitis-2813,5
2812,Keratitis disciformis,keratitis-disciformis-2812,2
2811,Keratitis,keratitis-2811,15
2810,Kawasaki disease and dermatomyositis sarcoidosis,kawasaki-disease-and-dermatomyositis-sarcoidosis-2810,5
3860,Kawasaki disease,kawasaki-disease-3860,1
2809,Kaposi's sarcoma,kaposis-sarcoma-2809,3
2808,Juvenile rheumatoid arthritis,juvenile-rheumatoid-arthritis-2808,8
2807,Juvenile idiopathic arthritis,juvenile-idiopathic-arthritis-2807,5
2806,Joint stiffness,joint-stiffness-2806,15
2805,Joint pain,joint-pain-2805,17
2804,Joint inflammations,joint-inflammations-2804,4
2803,Joint and muscular pains,joint-and-muscular-pains-2803,2
2827,Leg cramps,leg-cramps-2827,3
2826,Left ventricular dysfunction,left-ventricular-dysfunction-2826,1
2825,Latent tetany,latent-tetany-2825,3
4083,"Lactose intolerance such as bloating, flatulence, diarrhea",lactose-intolerance-such-as-bloating-flatulence-diarrhea-4083,1
2824,Lactation suppression,lactation-suppression-2824,1
2823,Lactation,lactation-2823,4
2822,Lacrimation,lacrimation-2822,1
2821,Lacerations,lacerations-2821,0
2820,Labour induction,labour-induction-2820,2
3755,"Kidney stones and inflammatory bowel disease (e.g., ulcerative colitis, leaky gut syndrome)",kidney-stones-and-inflammatory-bowel-disease-eg-ulcerative-colitis-leaky-gut-syndrome-3755,1
2818,Kidney cancer,kidney-cancer-2818,4
2819,Kidney disease,kidney-disease-2819,6
2817,Keratosis pilaris,keratosis-pilaris-2817,3
2816,Keratosis,keratosis-2816,3
2802,Jock itch,jock-itch-2802,5
2801,Jaundice,jaundice-2801,5
2839,Liver cirrhosis,liver-cirrhosis-2839,3
2838,Listeriosis,listeriosis-2838,1
3749,Limb spasticity,limb-spasticity-3749,1
2837,Lichen simplex,lichen-simplex-2837,3
2836,Lichen sclerosus,lichen-sclerosus-2836,3
2835,Lichen planus,lichen-planus-2835,5
3737,Lichen,lichen-3737,2
2834,Libido,libido-2834,5
2833,Leukemia,leukemia-2833,16
4061,Letterer-Siwe disease,letterer-siwe-disease-4061,1
2832,Leprosy,leprosy-2832,2
2831,Lens opacification,lens-opacification-2831,1
2830,Leishmaniasis,leishmaniasis-2830,3
2829,Legionnaire’s disease,legionnaires-disease-2829,2
3729,Legionellosis,legionellosis-3729,1
4037,Lumbago sciatica,lumbago-sciatica-4037,3
2850,Lubrication,lubrication-2850,5
2849,Lower urinary tract infections,lower-urinary-tract-infections-2849,7
4152,Lower the blood pressure,lower-the-blood-pressure-4152,7
2848,Lower respiratory tract infections,lower-respiratory-tract-infections-2848,7
2847,Low back pain,low-back-pain-2847,10
2846,Loiasis,loiasis-2846,2
2845,Loeffler's syndrome,loefflers-syndrome-2845,3
2844,Local pain relief,local-pain-relief-2844,3
2843,Local or regional anesthesia,local-or-regional-anesthesia-2843,3
2842,Local occular anaesthesia,local-occular-anaesthesia-2842,1
2841,Local anaesthesia,local-anaesthesia-2841,7
2840,Liver transplant,liver-transplant-2840,1
3769,Liver disease,liver-disease-3769,4
2828,Leg ulcers and pressure sores,leg-ulcers-and-pressure-sores-2828,2
4158,Maintenance of normal sinus rhythm,maintenance-of-normal-sinus-rhythm-4158,0
4070,"Maintain healthy skin, hair, nail, teeth, bone, eye and nervous system",maintain-healthy-skin-hair-nail-teeth-bone-eye-and-nervous-system-4070,2
3966,Maintain anesthesia,maintain-anesthesia-3966,1
2861,Magnesium sulfate overdose,magnesium-sulfate-overdose-2861,1
2860,Macular Degeneration,macular-degeneration-2860,3
3922,Lymphosarcoma,lymphosarcoma-3922,1
2859,Macrocytic anaemia,macrocytic-anaemia-2859,1
2857,Lymphoma,lymphoma-2857,18
2856,Lymphogranuloma venereum,lymphogranuloma-venereum-2856,1
4062,Lymphocytic lymphoma,lymphocytic-lymphoma-4062,5
2855,Lymphocytic leukemia,lymphocytic-leukemia-2855,2
2854,Lymphatic filariasis,lymphatic-filariasis-2854,1
2853,Lyme disease,lyme-disease-2853,7
2852,Lung cancer,lung-cancer-2852,11
2851,Lung abscess,lung-abscess-2851,5
3884,Malignant neoplasm,malignant-neoplasm-3884,0
2873,Malignant melanoma,malignant-melanoma-2873,1
2872,Malignant gliomas,malignant-gliomas-2872,1
2871,Malignant gastrointestinal stromal tumours,malignant-gastrointestinal-stromal-tumours-2871,0
2870,Malignant effusions,malignant-effusions-2870,1
2869,Malignancy,malignancy-2869,3
2868,Male pattern baldness,male-pattern-baldness-2868,1
2867,Male infertility,male-infertility-2867,3
3856,Male Hypogonadotropic Hypogonadism,male-hypogonadotropic-hypogonadism-3856,2
2866,Male hypogonadism,male-hypogonadism-2866,1
2865,Malaria prophylaxis,malaria-prophylaxis-2865,2
2864,Malaria,malaria-2864,9
2863,Major trauma,major-trauma-2863,1
3630,Major depressive disorder,major-depressive-disorder-3630,12
2862,Major depression,major-depression-2862,1
2883,Meniere’s disease,menieres-disease-2883,5
4207,Memory deficiency,memory-deficiency-4207,1
2882,Melioidosis,melioidosis-2882,2
2881,Melasma,melasma-2881,4
2880,Melanoma,melanoma-2880,4
2879,Megaloblastic anaemia,megaloblastic-anaemia-2879,4
3865,Measles attack in immunocompromised patients,measles-attack-in-immunocompromised-patients-3865,1
2878,Measles,measles-2878,3
4142,mastoidectomy,mastoidectomy-4142,1
2877,Mastocytosis,mastocytosis-2877,0
2876,Mastitis,mastitis-2876,0
4138,Mantle cell lymphoma,mantle-cell-lymphoma-4138,1
2875,Mania,mania-2875,3
3880,Malnutrition,malnutrition-3880,3
4096,Malnourished infants,malnourished-infants-4096,1
2874,Malignant pleural mesothelioma,malignant-pleural-mesothelioma-2874,1
2896,Menorrhagia,menorrhagia-2896,7
2895,Menopausal symptoms,menopausal-symptoms-2895,1
2891,Menopausal HRT,menopausal-hrt-2891,2
2894,Menopausal hormone replacement therapy,menopausal-hormone-replacement-therapy-2894,1
2893,Menopausal flushing,menopausal-flushing-2893,1
2892,Menopausal atrophic vaginitis,menopausal-atrophic-vaginitis-2892,2
2890,Meningococcemia,meningococcemia-2890,1
3939,Meningococcal Pneumonia,meningococcal-pneumonia-3939,0
2889,Meningococcal meningitis and septicaemia,meningococcal-meningitis-and-septicaemia-2889,1
2888,Meningococcal meningitis,meningococcal-meningitis-2888,1
2887,Meningococcal infection,meningococcal-infection-2887,3
2886,Meningitis and brain abscesses,meningitis-and-brain-abscesses-2886,1
2885,Meningitis,meningitis-2885,13
2884,Meningioma,meningioma-2884,1
2909,Migraine,migraine-2909,16
2908,Middle ear infections (otitis media),middle-ear-infections-otitis-media-2908,3
3831,Micturition complaints,micturition-complaints-3831,1
2907,Microcytic anaemia,microcytic-anaemia-2907,1
3985,Microbial contamination in burns,microbial-contamination-in-burns-3985,0
2906,Methotrexate toxicity,methotrexate-toxicity-2906,1
2902,Metastatic Testicular Tumors,metastatic-testicular-tumors-2902,1
2905,Metastatic prostate cancer,metastatic-prostate-cancer-2905,2
2901,Metastatic Ovarian Tumors,metastatic-ovarian-tumors-2901,1
4135,Metastatic non-small cell lung cancer,metastatic-non-small-cell-lung-cancer-4135,5
2904,Metastatic melanoma,metastatic-melanoma-2904,2
2903,Metastatic breast carcinoma,metastatic-breast-carcinoma-2903,6
2900,Metabolic alkalosis,metabolic-alkalosis-2900,2
2898,Menstrual disorders,menstrual-disorders-2898,4
2897,Menstrual cramps,menstrual-cramps-2897,2
3667,Minor dental procedures,minor-dental-procedures-3667,1
3988,Minor cuts and wounds,minor-cuts-and-wounds-3988,1
2918,Minor cuts,minor-cuts-2918,4
2917,Minor burns,minor-burns-2917,3
2916,Mineral supplement,mineral-supplement-2916,1
2915,Mild to moderate pain and fever,mild-to-moderate-pain-and-fever-2915,1
2914,Mild to moderate pain,mild-to-moderate-pain-2914,5
3647,Mild to moderate hypertension,mild-to-moderate-hypertension-3647,2
3337,Mild to moderate dementia in Alzheimer’s disease,mild-to-moderate-dementia-in-alzheimers-disease-3337,2
2913,Mild diarrhea,mild-diarrhea-2913,6
2912,Mild cystitis and spasmodic dysmenorrhoea,mild-cystitis-and-spasmodic-dysmenorrhoea-2912,1
4214,Migraines,migraines-4214,1
2911,Migraine prophylaxis,migraine-prophylaxis-2911,2
3635,Migraine headache,migraine-headache-3635,2
2910,Migraine and bipolar disorder,migraine-and-bipolar-disorder-2910,1
2928,Mucocutaneous herpes,mucocutaneous-herpes-2928,1
4041,Movement disorders,movement-disorders-4041,1
2927,Mouth ulcers,mouth-ulcers-2927,3
2926,Mouth sore,mouth-sore-2926,1
2925,Mottled hyperpigmentation,mottled-hyperpigmentation-2925,1
2924,Motion sickness,motion-sickness-2924,11
3826,Moderate to severe vasomotor symptoms associated with menopause,moderate-to-severe-vasomotor-symptoms-associated-with-menopause-3826,3
4042,Moderate to severe tardive dyskinesia,moderate-to-severe-tardive-dyskinesia-4042,1
4084,Moderate to severe symptoms of uterine fibroids,moderate-to-severe-symptoms-of-uterine-fibroids-4084,2
2923,Moderate to severe pain,moderate-to-severe-pain-2923,8
2858,Ml,ml-2858,1
2922,Missed abortion,missed-abortion-2922,2
2921,Miscarriage,miscarriage-2921,1
2920,Miosis,miosis-2920,3
2919,Minor skin infections,minor-skin-infections-2919,1
2940,Musculoskeletal joint pain,musculoskeletal-joint-pain-2940,2
2939,Musculoskeletal and joint disorders,musculoskeletal-and-joint-disorders-2939,4
2938,Muscular hypertension,muscular-hypertension-2938,1
3703,Muscular cramps.,muscular-cramps-3703,2
2937,Muscle spasm,muscle-spasm-2937,7
2936,Muscle relaxant in general anesthesia,muscle-relaxant-in-general-anesthesia-2936,2
3969,Muscle relaxant in general anaesthesia,muscle-relaxant-in-general-anaesthesia-3969,3
2935,Muscle relaxant,muscle-relaxant-2935,2
3770,Muscle pain caused by spinal cord injury,muscle-pain-caused-by-spinal-cord-injury-3770,1
2934,Muscle aches,muscle-aches-2934,7
2932,Multiple sclerosis,multiple-sclerosis-2932,6
2931,Multiple myeloma,multiple-myeloma-2931,5
2930,Multiple drug resistant pneumonia,multiple-drug-resistant-pneumonia-2930,1
2929,Mucosal candidiasis,mucosal-candidiasis-2929,1
3686,Mucolytic,mucolytic-3686,1
2957,Narcolepsy,narcolepsy-2957,3
2956,Nappy rash,nappy-rash-2956,4
2955,Nail infections,nail-infections-2955,2
2954,Nail fungal infections,nail-fungal-infections-2954,4
2952,Myxoedema coma,myxoedema-coma-2952,1
3951,Myositis,myositis-3951,1
2950,Myocardial infarction,myocardial-infarction-2950,26
2949,Myeloproliferative disorders,myeloproliferative-disorders-2949,1
4180,Myelofibrosis,myelofibrosis-4180,1
2947,Myelodysplastic disease,myelodysplastic-disease-2947,0
2946,Mydriasis and cycloplegia for refraction,mydriasis-and-cycloplegia-for-refraction-2946,1
2945,Mydriasis,mydriasis-2945,2
2944,Mycosis fungoides,mycosis-fungoides-2944,3
2943,Mycoplasma pneumoniae,mycoplasma-pneumoniae-2943,1
2942,Myasthenia gravis,myasthenia-gravis-2942,2
2941,Musculoskeletal pain,musculoskeletal-pain-2941,6
2967,Neovascular age-related macular degeneration,neovascular-age-related-macular-degeneration-2967,1
2966,Neonatal sepsis,neonatal-sepsis-2966,1
3632,Neonatal hyperbilirubinaemia,neonatal-hyperbilirubinaemia-3632,0
2965,Neonatal Conjunctivitis,neonatal-conjunctivitis-2965,4
2964,Negative nitrogen balance,negative-nitrogen-balance-2964,2
3924,Neck pain,neck-pain-3924,2
3961,Necessary for the normal process in protein,necessary-for-the-normal-process-in-protein-3961,1
2963,Nausea and vomiting associated with chemotherapy or radiotherapy,nausea-and-vomiting-associated-with-chemotherapy-or-radiotherapy-2963,4
3656,Nausea and vomiting after surgery,nausea-and-vomiting-after-surgery-3656,2
2962,Nausea and vomiting,nausea-and-vomiting-2962,26
2961,Nausea,nausea-2961,16
2960,Nasal polyps,nasal-polyps-2960,4
2959,Nasal polyposis,nasal-polyposis-2959,4
2958,Nasal congestion,nasal-congestion-2958,7
3623,Neutropenia after cytotoxic chemotherapy,neutropenia-after-cytotoxic-chemotherapy-3623,2
2980,Neurosyphilis,neurosyphilis-2980,2
2981,Neutropenia,neutropenia-2981,7
2979,Neuropathy,neuropathy-2979,5
2978,Neuropathic pain,neuropathic-pain-2978,3
2977,Neurological disorders,neurological-disorders-2977,1
3965,Neurogenic bladder disorders,neurogenic-bladder-disorders-3965,1
2976,Neuroendocrine tumors,neuroendocrine-tumors-2976,2
2975,Neurodermatitis,neurodermatitis-2975,2
2974,Neurocysticercosis,neurocysticercosis-2974,1
2973,Neuroblastoma,neuroblastoma-2973,4
2972,Neuritis of pregnancy,neuritis-of-pregnancy-2972,2
2971,Neuralgia,neuralgia-2971,6
2970,Neural tube defect,neural-tube-defect-2970,1
2969,Nephrotic syndrome,nephrotic-syndrome-2969,8
2968,Nephrosis,nephrosis-2968,3
2988,Non-Hodgkin lymphoma,non-hodgkin-lymphoma-2988,16
2989,Non-gonococcal urethritis,non-gonococcal-urethritis-2989,2
3808,Non-dialysis dependent-chronic kidney disease (NDD-CKD) patients receiving an erythropoietin,non-dialysis-dependent-chronic-kidney-disease-ndd-ckd-patients-receiving-an-erythropoietin-3808,1
3809,Non-dialysis dependent-chronic kidney disease (NDD-CKD) patients not receiving an erythropoietin,non-dialysis-dependent-chronic-kidney-disease-ndd-ckd-patients-not-receiving-an-erythropoietin-3809,1
4174,Non-alcoholic steatohepatitis (NASH),non-alcoholic-steatohepatitis-nash-4174,1
4173,Non-alcoholic fatty liver disease (NAFLD),non-alcoholic-fatty-liver-disease-nafld-4173,1
2987,Non ulcer dyspepsia,non-ulcer-dyspepsia-2987,7
3846,Non ST segment elevation Myocardial Infarction,non-st-segment-elevation-myocardial-infarction-3846,2
3741,Nocturnal myoclonus,nocturnal-myoclonus-3741,0
2986,Nocturnal leg cramps,nocturnal-leg-cramps-2986,2
2985,Nocturnal enuresis,nocturnal-enuresis-2985,6
2984,Nocturia,nocturia-2984,1
2983,Night blindness,night-blindness-2983,2
2982,Nicotinic acid deficiency,nicotinic-acid-deficiency-2982,0
3000,Obliterative arteriosclerosis,obliterative-arteriosclerosis-3000,1
4206,Obliquity of male organ.,obliquity-of-male-organ-4206,1
3645,Obesity,obesity-3645,10
2999,Nutritional therapy,nutritional-therapy-2999,1
3693,Nutritional supplement of osteoporosis,nutritional-supplement-of-osteoporosis-3693,1
2998,Nutritional supplement,nutritional-supplement-2998,22
2997,Nutrition,nutrition-2997,0
2953,NSAID-induced ulcers,nsaid-induced-ulcers-2953,5
2996,Nosocomial pneumonia,nosocomial-pneumonia-2996,7
2995,Nonspecific conjunctival irritation,nonspecific-conjunctival-irritation-2995,1
3532,Nonproductive coughs,nonproductive-coughs-3532,2
2994,Nonketotic hyperosmolar coma,nonketotic-hyperosmolar-coma-2994,5
2993,Nongonococcal cervicitis,nongonococcal-cervicitis-2993,3
3662,Nonallergic rhinitis,nonallergic-rhinitis-3662,3
2992,Non-tubercular mycobacterial infections,non-tubercular-mycobacterial-infections-2992,1
3996,Non-ST-elevation myocardial infarction (NSTEMI),non-st-elevation-myocardial-infarction-nstemi-3996,2
3010,Oedema,oedema-3010,14
4111,Ocular pain and inflammation,ocular-pain-and-inflammation-4111,6
3009,Ocular pain,ocular-pain-3009,5
3008,Ocular inflammation,ocular-inflammation-3008,19
4110,Ocular infections,ocular-infections-4110,16
3007,Ocular hypertension,ocular-hypertension-3007,16
3006,Ocular and ear inflammation with bacterial infection,ocular-and-ear-inflammation-with-bacterial-infection-3006,5
3005,Occular pain and inflammation,occular-pain-and-inflammation-3005,1
4130,Obstructive sleep apnea (OSA),obstructive-sleep-apnea-osa-4130,2
3003,Obstetric analgesia,obstetric-analgesia-3003,10
3002,Obsessive-compulsive disorder (OCD),obsessive-compulsive-disorder-ocd-3002,11
3001,Obliterative thromboangitis,obliterative-thromboangitis-3001,2
2991,Non-small cell lung cancer,non-small-cell-lung-cancer-2991,14
2990,Non-productive cough,non-productive-cough-2990,4
3024,Oral candidiasis or thrush,oral-candidiasis-or-thrush-3024,2
3023,Optic neuritis,optic-neuritis-3023,6
3021,Opioid overdosage,opioid-overdosage-3021,2
3022,Opioid induced depression,opioid-induced-depression-3022,1
3020,Opioid dependence,opioid-dependence-3020,2
3019,Ophthalmic surgery,ophthalmic-surgery-3019,1
3017,Open heart surgery,open-heart-surgery-3017,2
3018,Open angle glaucoma,open-angle-glaucoma-3018,18
3016,Onychomycosis,onychomycosis-3016,8
3015,Onchocerciasis,onchocerciasis-3015,1
3014,Oliguric phase of renal failure,oliguric-phase-of-renal-failure-3014,0
3013,Oestrogen deficiency,oestrogen-deficiency-3013,3
3012,Oesophagitis,oesophagitis-3012,9
3886,Oesophageal carcinoma,oesophageal-carcinoma-3886,0
3011,Oesophageal cancer,oesophageal-cancer-3011,6
3039,Osteopetrosis or stone bone,osteopetrosis-or-stone-bone-3039,4
3038,Osteomyelitis,osteomyelitis-3038,2
3037,Osteomalacia,osteomalacia-3037,8
3036,Osteogenic sarcoma,osteogenic-sarcoma-3036,5
3035,Osteocalcaemia,osteocalcaemia-3035,1
3033,Osteoarthritis (degenerative arthritis),osteoarthritis-degenerative-arthritis-3033,44
3032,Osmotic purgative,osmotic-purgative-3032,2
3031,Osmotic laxative,osmotic-laxative-3031,4
3030,Orthopedics Surgery,orthopedics-surgery-3030,0
3029,Oropharyngeal candidiasis/Thrush,oropharyngeal-candidiasisthrush-3029,0
3028,Organophosphorous poisoning,organophosphorous-poisoning-3028,2
3844,Organic brain syndrome (OBS),organic-brain-syndrome-obs-3844,1
3027,Organ transplantation,organ-transplantation-3027,6
3026,Oral hygiene,oral-hygiene-3026,4
3025,Oral contraceptives,oral-contraceptives-3025,18
3055,Pain and inflammation,pain-and-inflammation-3055,15
3054,Pain and fever,pain-and-fever-3054,7
3053,Pain,pain-3053,50
3052,Paget’s disease of bone,pagets-disease-of-bone-3052,7
3051,Ovulation induction,ovulation-induction-3051,7
3050,Overactive bladder,overactive-bladder-3050,7
3049,Over-anticoagulation,over-anticoagulation-3049,1
3045,Ovarian hyperstimulation syndrome,ovarian-hyperstimulation-syndrome-3045,2
3047,Ovarian failure,ovarian-failure-3047,2
3046,Ovarian cancer,ovarian-cancer-3046,12
3044,Otitis media,otitis-media-3044,18
3043,Otitis externa,otitis-externa-3043,11
3042,Otic inflammation,otic-inflammation-3042,3
3040,Osteoporosis,osteoporosis-3040,25
3041,Otic infections,otic-infections-3041,8
3068,Panic disorder,panic-disorder-3068,9
3067,Panic attack,panic-attack-3067,9
3066,Pancreatitis,pancreatitis-3066,8
3065,Pancreatic insufficiency,pancreatic-insufficiency-3065,1
3064,Pancreatic cancer,pancreatic-cancer-3064,4
3913,Palliative treatment of prostatic carcinoma,palliative-treatment-of-prostatic-carcinoma-3913,1
3914,Palliative treatment of endometrial and renal carcinoma,palliative-treatment-of-endometrial-and-renal-carcinoma-3914,1
3063,Painful muscle spasm,painful-muscle-spasm-3063,4
3062,Painful bladder syndrome,painful-bladder-syndrome-3062,4
3061,Pain or swelling of the cornea,pain-or-swelling-of-the-cornea-3061,2
3060,Pain or irritation of the mouth and throat,pain-or-irritation-of-the-mouth-and-throat-3060,1
3059,Pain associated with myocardial infarction,pain-associated-with-myocardial-infarction-3059,2
3058,Pain and joint stiffness,pain-and-joint-stiffness-3058,8
3057,Pain and itching caused by sunburn,pain-and-itching-caused-by-sunburn-3057,6
3056,Pain and inflammation associated with musculoskeletal and joint disorders,pain-and-inflammation-associated-with-musculoskeletal-and-joint-disorders-3056,6
4040,Passive immunisation against tetanus,passive-immunisation-against-tetanus-4040,2
3081,Partial seizures,partial-seizures-3081,13
3080,Paroxysmal supraventricular tachycardia,paroxysmal-supraventricular-tachycardia-3080,2
4020,Paronychia,paronychia-4020,1
3079,Parkinsonism,parkinsonism-3079,6
3078,Parkinson’s disease,parkinsons-disease-3078,12
3075,Parenteral nutrition & hydration,parenteral-nutrition-hydration-3075,0
3077,Parenteral nutrition,parenteral-nutrition-3077,8
3076,Parenteral fat emulsions,parenteral-fat-emulsions-3076,1
3074,Paratyphoid fever,paratyphoid-fever-3074,5
3073,Parathyroid carcinoma,parathyroid-carcinoma-3073,3
3072,Parasomnia,parasomnia-3072,2
3071,Paralytic ileus and post-operative urinary retention,paralytic-ileus-and-post-operative-urinary-retention-3071,3
3070,Paralytic ileus,paralytic-ileus-3070,3
3069,Paracetamol poisoning,paracetamol-poisoning-3069,1
4178,Papillitis,papillitis-4178,1
4176,Perianitis,perianitis-4176,1
3089,Perennial or seasonal allergic rhinitis,perennial-or-seasonal-allergic-rhinitis-3089,18
3091,Perianal pain and itching,perianal-pain-and-itching-3091,3
3903,Percutaneous transluminal coronary angioplasty (PTCA),percutaneous-transluminal-coronary-angioplasty-ptca-3903,0
3820,Percutaneous coronary intervention (PCI),percutaneous-coronary-intervention-pci-3820,1
3088,Peptic ulcer disease,peptic-ulcer-disease-3088,20
3654,Pelvic Inflammatory Disease (PID),pelvic-inflammatory-disease-pid-3654,7
3086,Pelvic cellulitis,pelvic-cellulitis-3086,4
3085,Pediculosis pubis,pediculosis-pubis-3085,3
3084,Pediculosis capitis,pediculosis-capitis-3084,3
